Datum,Kundennummer,Produkt,Zahlungsmethode,Stückzahl
2017-01-06,19475,32738,paypal,3
2017-12-29,90409,15847,Kreditkarte,1
2017-07-04,47268,76290,paypal,3
2017-11-25,32219,78483,Bar,1
2017-11-11,44429,76290,paypal,2
2017-02-11,19475,89266,Bar,1
2017-05-30,63638,37524,Bar,1
2017-02-28,1981,61070,paypal,3
2017-08-06,62408,39369,Bar,1
2017-07-02,91559,76290,Bar,3
2017-06-15,44558,44726,Kreditkarte,2
2017-02-20,31065,81136,Bar,3
2017-11-19,70944,75775,Kreditkarte,1
2017-10-26,48570,27578,Bar,1
2017-08-19,49235,60230,Bar,2
2017-11-11,8967,88698,Bar,1
2017-07-30,73309,8632,Kreditkarte,1
2017-01-26,75100,78483,Kreditkarte,2
2017-06-29,38397,34082,Kreditkarte,2
2017-04-26,51913,9072,paypal,3
2017-03-15,52659,2002,paypal,2
2017-09-28,5413,27410,Bar,3
2017-06-01,27951,27410,paypal,1
2017-08-02,3532,24221,Kreditkarte,1
2017-01-22,67728,34413,Bar,1
2017-07-10,2693,8081,Bar,2
2017-10-28,41016,15918,Kreditkarte,3
2017-04-26,61515,85931,Kreditkarte,2
2017-02-05,99993,41910,Kreditkarte,1
2017-02-18,16432,34413,Kreditkarte,3
2017-11-23,62181,38582,Kreditkarte,2
2017-12-16,90409,14099,paypal,3
2017-08-21,48570,44726,Kreditkarte,2
2017-10-25,22184,96001,paypal,3
2017-03-11,17195,37269,Bar,1
2017-02-27,28047,99445,Kreditkarte,1
2017-07-04,99639,27410,Kreditkarte,3
2017-02-23,89218,79954,Kreditkarte,1
2017-03-27,41417,55596,Bar,2
2017-07-14,76125,88744,Kreditkarte,2
2017-11-20,8967,34413,paypal,2
2017-12-19,60546,32738,Kreditkarte,1
2017-10-08,34203,48174,paypal,3
2017-10-19,49235,37269,Kreditkarte,3
2017-08-03,67666,22826,Kreditkarte,3
2017-01-11,63583,37269,Kreditkarte,3
2017-10-10,70944,17731,Kreditkarte,2
2017-02-14,17460,27044,paypal,2
2017-08-25,34540,55596,Bar,3
2017-10-13,56442,9947,Kreditkarte,3
2017-04-16,22258,70159,Kreditkarte,2
2017-08-31,82372,87212,Kreditkarte,1
2017-02-06,99458,34082,paypal,3
2017-10-06,33154,18233,Kreditkarte,1
2017-01-28,95116,82560,paypal,2
2017-11-24,80362,50304,paypal,1
2017-03-30,49235,79271,Kreditkarte,2
2017-04-20,75333,70159,paypal,1
2017-11-13,62912,34413,paypal,3
2017-08-31,48570,41910,paypal,3
2017-12-31,93577,39548,Kreditkarte,2
2017-07-10,62710,70159,paypal,3
2017-04-17,56442,72230,Bar,2
2017-03-07,57203,39369,Kreditkarte,1
2017-08-09,22430,72230,paypal,2
2017-06-08,93064,14289,paypal,3
2017-04-29,18400,29552,paypal,2
2017-11-18,76168,57590,Kreditkarte,3
2017-02-02,94196,37269,Bar,2
2017-11-23,47268,50304,Kreditkarte,2
2017-03-13,59089,78483,Kreditkarte,3
2017-12-22,44409,27410,Kreditkarte,3
2017-11-01,24904,27410,paypal,1
2017-03-12,43524,85156,paypal,2
2017-01-10,94196,32128,Kreditkarte,3
2017-12-15,62912,28440,Bar,2
2017-09-11,19475,70159,paypal,1
2017-12-25,66020,8081,Bar,1
2017-10-21,23934,9072,Bar,1
2017-10-15,4033,18233,Kreditkarte,1
2017-11-27,92135,15915,paypal,3
2017-01-07,95509,40784,Kreditkarte,1
2017-12-08,80882,22826,Bar,1
2017-05-31,78085,14289,Bar,3
2017-09-30,78039,9072,paypal,1
2017-08-15,99956,41910,Kreditkarte,2
2017-04-01,26509,34187,paypal,2
2017-11-29,48570,60230,paypal,1
2017-02-24,85461,60230,Kreditkarte,3
2017-11-05,89235,8632,Kreditkarte,3
2017-07-08,13386,14099,Kreditkarte,1
2017-11-15,71230,18233,Bar,2
2017-09-11,93558,55596,Bar,2
2017-09-23,5535,43446,paypal,1
2017-04-03,73390,87212,Kreditkarte,3
2017-03-21,29207,79271,paypal,1
2017-02-01,61515,22826,Kreditkarte,3
2017-09-14,48570,18541,Kreditkarte,2
2017-06-18,62438,43446,paypal,2
2017-11-14,63638,53216,Bar,3
2017-05-07,31097,32310,Bar,2
2017-11-14,55662,13013,Kreditkarte,1
2017-03-25,77950,29656,Kreditkarte,2
2017-01-06,48570,75593,Kreditkarte,1
2017-12-23,2693,43107,paypal,1
2017-01-20,3819,65762,paypal,2
2017-05-19,95509,39369,Bar,1
2017-10-13,64577,79954,Bar,2
2017-01-12,82696,26358,Kreditkarte,3
2017-04-23,63583,43446,paypal,3
2017-08-24,27599,42029,Kreditkarte,2
2017-09-14,75871,18541,Kreditkarte,1
2017-11-16,41454,41910,Kreditkarte,3
2017-12-22,86158,75593,Kreditkarte,3
2017-04-23,18946,51943,Bar,3
2017-10-04,83689,79271,Bar,1
2017-09-24,90536,87212,paypal,1
2017-08-10,80281,72114,paypal,3
2017-07-20,41417,55596,paypal,1
2017-04-04,44409,55593,Kreditkarte,3
2017-07-10,9905,61070,Kreditkarte,1
2017-04-20,44558,48174,Kreditkarte,2
2017-09-30,93558,79271,Bar,1
2017-02-15,44429,72114,Bar,1
2017-05-01,7096,40784,Kreditkarte,2
2017-10-18,19205,79954,Kreditkarte,1
2017-05-29,95116,24221,Kreditkarte,3
2017-11-04,93577,17731,paypal,1
2017-08-27,78085,99445,paypal,1
2017-07-07,61131,34082,Bar,3
2017-06-15,19475,50304,Bar,3
2017-05-22,82918,79954,paypal,1
2017-03-19,31065,62077,Kreditkarte,3
2017-06-03,19216,29656,paypal,2
2017-01-29,43300,79954,Bar,1
2017-06-10,75333,75775,Bar,3
2017-10-03,63658,88698,paypal,3
2017-08-18,24904,88698,Bar,3
2017-12-27,74915,72114,paypal,3
2017-11-11,54828,24221,paypal,1
2017-05-03,67666,27578,paypal,1
2017-01-16,67759,8632,Bar,2
2017-05-21,78085,43446,paypal,3
2017-03-21,87124,14289,Bar,3
2017-03-22,4523,9072,Bar,3
2017-09-06,26126,99445,paypal,3
2017-08-22,80362,34187,Bar,1
2017-07-29,11628,39369,Bar,2
2017-11-22,64577,37524,Kreditkarte,1
2017-03-14,71230,7234,Kreditkarte,1
2017-05-06,44558,85931,paypal,2
2017-08-08,43300,62077,Bar,2
2017-12-24,42783,10130,Bar,3
2017-08-22,3819,51943,paypal,1
2017-09-15,8626,86064,Bar,1
2017-08-12,27951,16105,Bar,3
2017-05-26,4182,15918,Kreditkarte,2
2017-01-19,31065,18541,Kreditkarte,1
2017-11-30,40615,41910,paypal,1
2017-02-23,59365,9785,Bar,1
2017-09-07,54828,32738,paypal,2
2017-06-17,73551,55596,Kreditkarte,2
2017-08-04,99390,27188,Bar,3
2017-08-21,58860,72230,Kreditkarte,1
2017-04-25,75871,9785,Kreditkarte,3
2017-10-07,36883,41910,Kreditkarte,2
2017-10-11,11628,7234,Bar,3
2017-05-02,75935,9072,Kreditkarte,2
2017-04-18,16982,75775,Kreditkarte,2
2017-02-25,39198,55593,paypal,2
2017-08-11,21230,81136,Kreditkarte,2
2017-03-14,76168,29656,paypal,1
2017-06-09,5217,54910,paypal,3
2017-06-08,82906,43107,Bar,3
2017-11-28,60307,25031,Kreditkarte,2
2017-04-05,46920,96506,paypal,3
2017-05-31,32219,64983,Kreditkarte,3
2017-06-18,15464,18233,Kreditkarte,3
2017-05-14,99639,34187,Kreditkarte,1
2017-08-13,58860,37269,paypal,1
2017-12-21,41016,70159,Bar,2
2017-07-03,59365,38582,Bar,3
2017-10-27,22611,39369,Kreditkarte,3
2017-03-27,74915,79271,Bar,1
2017-07-10,58971,25426,Kreditkarte,2
2017-09-03,42251,13013,Bar,2
2017-11-08,87513,17731,Kreditkarte,3
2017-07-28,20682,53216,Kreditkarte,1
2017-04-15,13386,65762,Kreditkarte,1
2017-11-17,93577,54910,Bar,3
2017-10-04,26509,44726,Kreditkarte,1
2017-10-24,78039,8081,Bar,2
2017-12-24,45202,14099,Bar,2
2017-06-22,85393,14099,Bar,3
2017-01-11,75333,64983,Kreditkarte,1
2017-03-12,18500,60230,Kreditkarte,2
2017-07-22,61341,37269,Kreditkarte,3
2017-03-23,99956,27578,Bar,1
2017-04-30,48570,37524,Kreditkarte,3
2017-10-30,79785,51943,paypal,2
2017-07-30,88936,14289,Bar,3
2017-07-17,67666,88744,Kreditkarte,1
2017-03-01,62413,11138,paypal,1
2017-09-15,4033,29552,paypal,3
2017-10-18,53031,9785,Kreditkarte,2
2017-12-19,41016,8081,paypal,1
2017-06-07,85998,9456,Kreditkarte,1
2017-03-07,60207,39548,Kreditkarte,1
2017-11-17,44409,86064,Bar,3
2017-08-18,18946,82560,Bar,3
2017-11-10,12118,29552,Kreditkarte,2
2017-08-22,74359,42819,Bar,1
2017-08-29,5330,85702,Bar,1
2017-08-08,85538,26358,Bar,1
2017-09-12,82372,34082,Kreditkarte,2
2017-07-18,20854,78934,paypal,1
2017-06-14,66186,38582,Kreditkarte,3
2017-11-13,64191,51943,paypal,3
2017-08-01,2124,85156,Bar,1
2017-10-27,95864,14099,paypal,1
2017-03-12,79785,43107,Kreditkarte,2
2017-07-12,34203,25426,paypal,1
2017-08-18,21534,27188,Bar,3
2017-08-20,61515,15847,Bar,1
2017-03-26,23548,15915,paypal,2
2017-11-27,78039,51943,Kreditkarte,3
2017-04-26,2693,50304,Bar,3
2017-01-14,68927,2002,Bar,1
2017-03-17,9052,96001,Kreditkarte,2
2017-12-15,65050,14289,Bar,2
2017-10-08,24904,32738,paypal,2
2017-12-04,49235,88744,Bar,1
2017-11-27,76168,39369,paypal,2
2017-01-09,56649,38582,Kreditkarte,1
2017-11-06,69509,87212,paypal,3
2017-07-01,74359,32128,paypal,2
2017-05-07,54963,57590,Kreditkarte,1
2017-06-26,44031,35165,Bar,2
2017-02-04,69361,26358,Bar,1
2017-04-23,92135,22538,paypal,1
2017-12-10,44558,81136,Bar,3
2017-11-15,72893,2002,Kreditkarte,3
2017-01-06,39894,96001,Kreditkarte,1
2017-09-30,1685,96001,paypal,1
2017-12-21,40615,91230,Kreditkarte,2
2017-03-18,5535,9785,Kreditkarte,3
2017-12-24,34842,17731,Bar,3
2017-05-20,54828,87212,Bar,2
2017-11-13,78039,32310,Bar,3
2017-07-23,95116,85156,paypal,1
2017-08-18,88936,34719,paypal,2
2017-02-06,93064,78934,Kreditkarte,1
2017-01-16,66549,75593,paypal,1
2017-09-17,7941,34719,paypal,1
2017-04-19,67004,26358,Bar,3
2017-08-07,26150,39548,paypal,1
2017-02-06,82918,86064,paypal,1
2017-12-12,25568,27044,Kreditkarte,1
2017-04-25,82906,34187,Kreditkarte,2
2017-10-19,32764,41910,Kreditkarte,2
2017-10-26,66020,39369,Kreditkarte,1
2017-12-14,22611,87212,paypal,2
2017-09-19,94196,37269,Bar,1
2017-11-03,76168,15918,Kreditkarte,1
2017-05-08,96000,15847,Kreditkarte,2
2017-12-14,44429,53216,Bar,1
2017-11-01,64266,88744,paypal,1
2017-12-05,18804,39548,paypal,3
2017-11-24,87124,39369,Kreditkarte,2
2017-12-25,52837,89266,Bar,3
2017-08-16,72825,79271,Kreditkarte,1
2017-06-24,80882,72114,Bar,3
2017-10-28,22184,81165,paypal,1
2017-10-10,74359,15915,paypal,2
2017-09-20,41417,27578,paypal,2
2017-04-06,44448,42819,Kreditkarte,3
2017-05-15,61131,32128,Kreditkarte,3
2017-11-23,75100,39369,paypal,3
2017-05-25,73390,8632,Kreditkarte,1
2017-01-25,32219,87212,paypal,1
2017-07-03,89218,22538,Bar,2
2017-12-23,85461,15847,Bar,1
2017-09-04,39894,48174,Bar,3
2017-08-18,44031,82560,Bar,3
2017-05-06,75935,10130,Kreditkarte,2
2017-05-15,85517,78483,paypal,1
2017-02-14,47268,25426,paypal,2
2017-09-18,4182,34187,Kreditkarte,1
2017-09-25,8626,76290,Kreditkarte,3
2017-02-18,25049,70159,Bar,2
2017-05-07,87124,65762,Bar,3
2017-08-10,41106,85702,Kreditkarte,1
2017-08-10,45577,28088,Kreditkarte,2
2017-12-08,56947,19920,paypal,1
2017-08-20,44429,16224,Bar,3
2017-12-23,14042,27044,Bar,3
2017-02-18,60401,79271,paypal,1
2017-11-04,68114,18541,Kreditkarte,3
2017-07-28,80845,32738,Bar,1
2017-06-08,62292,88698,Bar,3
2017-03-06,62413,14099,Kreditkarte,2
2017-12-17,4426,8632,paypal,3
2017-09-27,57454,39548,Kreditkarte,1
2017-01-16,91519,27188,Bar,1
2017-10-28,63583,34082,Bar,1
2017-03-29,15410,28088,Kreditkarte,3
2017-08-13,86158,85931,Bar,2
2017-04-18,93558,87212,Bar,1
2017-12-19,65617,32738,Kreditkarte,2
2017-04-08,87124,78483,Kreditkarte,3
2017-10-04,68289,60230,Kreditkarte,3
2017-12-11,27599,27188,Kreditkarte,2
2017-02-01,87513,42029,paypal,1
2017-06-15,21592,81136,paypal,2
2017-07-18,20854,72230,Kreditkarte,2
2017-08-15,89218,15915,paypal,3
2017-08-13,26042,88698,paypal,3
2017-05-08,32764,22826,paypal,1
2017-12-16,65050,7234,Bar,1
2017-09-19,92401,93187,paypal,2
2017-06-08,22295,16105,paypal,3
2017-09-13,99639,27578,paypal,1
2017-05-06,18500,17731,paypal,3
2017-03-26,31314,28440,paypal,3
2017-06-14,41016,86205,Kreditkarte,3
2017-07-12,49235,39369,paypal,3
2017-12-29,40615,34719,Bar,2
2017-09-15,99458,25426,Bar,3
2017-02-17,42247,27188,Kreditkarte,3
2017-09-19,43300,25426,Kreditkarte,2
2017-06-21,22184,54910,paypal,3
2017-05-13,36028,27188,Kreditkarte,2
2017-08-10,54632,47613,Bar,1
2017-09-14,29770,55596,paypal,3
2017-02-10,14042,34082,Kreditkarte,1
2017-09-02,28047,18233,Kreditkarte,3
2017-02-28,76125,54910,Kreditkarte,1
2017-09-08,21230,13013,paypal,3
2017-07-26,59461,34719,paypal,3
2017-06-23,49673,62077,paypal,1
2017-01-07,29633,43107,paypal,3
2017-01-16,3819,35165,Bar,3
2017-09-13,18378,15915,Kreditkarte,1
2017-11-16,71186,48174,paypal,1
2017-12-20,41454,79271,Bar,1
2017-05-12,93577,86205,Bar,1
2017-01-11,44409,87000,Bar,1
2017-03-23,9052,87212,Kreditkarte,2
2017-08-22,85393,87212,paypal,2
2017-07-04,57454,75593,Kreditkarte,1
2017-06-17,72893,9947,paypal,1
2017-12-02,85393,64983,paypal,2
2017-06-12,26509,51943,Bar,3
2017-08-11,80845,72230,paypal,3
2017-01-11,60307,42029,Bar,3
2017-02-27,29633,34082,Kreditkarte,2
2017-12-07,33154,81165,paypal,2
2017-11-22,4783,34187,Bar,1
2017-09-19,71230,85702,Kreditkarte,1
2017-03-01,44409,8081,Kreditkarte,2
2017-04-28,3532,62077,Bar,2
2017-11-07,76315,9785,Bar,2
2017-03-06,34842,35165,paypal,1
2017-11-20,82696,72114,Bar,1
2017-11-18,95509,18541,Kreditkarte,3
2017-05-09,64577,89266,Bar,3
2017-12-17,20682,81136,paypal,1
2017-05-16,68114,32310,Bar,2
2017-01-22,18378,35165,paypal,2
2017-06-30,60546,79954,Kreditkarte,2
2017-09-13,55088,87212,paypal,2
2017-11-12,39198,15918,paypal,2
2017-12-10,17457,88698,paypal,1
2017-10-11,92404,34082,paypal,2
2017-05-11,56649,22538,Bar,1
2017-09-05,15464,57590,Kreditkarte,1
2017-01-14,3912,88698,paypal,1
2017-09-26,31065,79954,Bar,1
2017-10-20,55088,13013,Kreditkarte,1
2017-01-08,40806,27188,paypal,1
2017-08-30,28915,26358,Bar,3
2017-06-24,88936,29552,paypal,2
2017-04-19,60307,22538,paypal,1
2017-04-27,28047,37524,paypal,1
2017-03-31,63094,22538,paypal,3
2017-09-03,57445,42029,Bar,2
2017-05-03,42251,34719,Kreditkarte,3
2017-03-09,4033,13013,Bar,1
2017-07-12,9052,64983,paypal,1
2017-06-14,59089,89266,Bar,1
2017-03-18,99993,93187,Kreditkarte,2
2017-11-07,79196,86205,Kreditkarte,1
2017-11-15,52659,93187,Bar,2
2017-09-17,27508,60974,Bar,2
2017-05-23,15309,79271,paypal,2
2017-06-15,18378,42029,paypal,3
2017-09-24,20682,54910,paypal,3
2017-06-07,49235,22538,Bar,3
2017-05-04,40615,87000,Bar,3
2017-03-15,54632,85156,Bar,3
2017-08-30,43524,81165,Bar,2
2017-07-11,41454,34719,Bar,3
2017-09-24,16982,15918,Bar,2
2017-02-20,41417,91230,Bar,1
2017-06-05,74915,89266,Kreditkarte,3
2017-08-16,96000,34413,Kreditkarte,3
2017-03-13,13386,91230,Kreditkarte,2
2017-05-01,41454,18233,Bar,1
2017-02-25,60546,10130,paypal,2
2017-07-15,60290,27044,paypal,2
2017-05-21,32219,34413,Kreditkarte,1
2017-04-03,99358,85931,Kreditkarte,2
2017-12-27,95864,99445,Bar,3
2017-04-13,66549,60974,Bar,3
2017-12-05,71595,72114,Bar,1
2017-11-26,91519,25426,Kreditkarte,3
2017-10-01,49235,51943,Kreditkarte,2
2017-11-28,81851,15847,Bar,2
2017-11-15,4523,78483,paypal,1
2017-09-23,58067,10130,Kreditkarte,1
2017-10-03,94086,27188,Bar,2
2017-01-04,76125,96506,Kreditkarte,3
2017-12-24,23934,43107,Bar,3
2017-07-08,34301,27188,Bar,2
2017-01-27,91559,54910,paypal,1
2017-09-01,17195,11138,Kreditkarte,3
2017-04-09,29097,87000,Bar,2
2017-11-24,67728,93187,paypal,1
2017-07-30,67759,25031,Bar,1
2017-08-01,19475,78483,Bar,3
2017-07-20,61515,28088,paypal,3
2017-08-03,47160,55593,paypal,2
2017-05-15,86158,19920,paypal,3
2017-04-28,23934,86205,Kreditkarte,3
2017-01-30,1685,34082,paypal,2
2017-04-21,8626,40784,Kreditkarte,1
2017-09-12,18946,18541,Kreditkarte,3
2017-12-28,9905,60230,Kreditkarte,1
2017-05-31,63583,19920,Kreditkarte,3
2017-07-18,99390,34413,Kreditkarte,3
2017-06-30,89235,15847,Kreditkarte,1
2017-05-09,93064,24221,Bar,3
2017-07-30,5413,41910,paypal,2
2017-10-12,3532,27044,Kreditkarte,2
2017-10-08,23580,55593,Bar,2
2017-12-27,47268,22826,Bar,3
2017-12-19,22611,27044,Kreditkarte,2
2017-12-07,2444,85156,Bar,3
2017-09-17,88936,38582,Bar,2
2017-11-02,90536,37269,Kreditkarte,2
2017-09-24,6933,15915,Bar,2
2017-05-27,29770,16105,Kreditkarte,3
2017-01-29,6933,29552,paypal,3
2017-07-17,34540,34187,Bar,3
2017-09-29,82372,81165,Bar,2
2017-08-21,82372,15847,Kreditkarte,3
2017-09-16,82070,13013,paypal,1
2017-01-29,26797,42029,Kreditkarte,2
2017-09-21,60307,72230,Kreditkarte,2
2017-06-01,18345,9456,Bar,1
2017-08-16,55662,35165,Bar,2
2017-03-26,85393,76290,Bar,2
2017-01-12,92941,42819,paypal,2
2017-02-06,36883,9072,Kreditkarte,2
2017-10-20,42247,29656,Bar,3
2017-06-26,60644,28440,Kreditkarte,1
2017-03-22,68927,96001,Bar,2
2017-04-13,85998,75593,Bar,2
2017-02-23,25568,81165,Bar,1
2017-09-18,29770,78483,Kreditkarte,2
2017-09-07,90409,28088,paypal,3
2017-12-25,66549,10130,Bar,2
2017-03-01,61341,76290,Kreditkarte,3
2017-06-28,94086,22538,Bar,2
2017-08-16,41106,34413,paypal,2
2017-06-13,42251,32310,Bar,3
2017-07-30,19475,27578,Kreditkarte,1
2017-07-11,22258,16105,Kreditkarte,3
2017-01-17,44448,15847,Bar,1
2017-01-24,10253,27188,Bar,3
2017-07-31,69804,27188,Kreditkarte,2
2017-09-10,80281,15915,paypal,3
2017-02-19,48458,11138,paypal,3
2017-07-01,73390,48174,Kreditkarte,3
2017-12-22,71230,11138,Kreditkarte,2
2017-03-29,67666,2002,Kreditkarte,1
2017-04-28,66549,8403,Bar,2
2017-08-28,92826,27044,paypal,3
2017-06-08,21592,34187,Kreditkarte,3
2017-01-24,49302,48174,paypal,2
2017-06-13,21534,54910,Bar,1
2017-03-03,67666,11138,Bar,3
2017-04-18,17457,8081,paypal,1
2017-10-02,61228,75775,Kreditkarte,3
2017-07-31,82906,29552,Bar,2
2017-08-16,92826,78934,Kreditkarte,3
2017-07-19,91519,62077,paypal,3
2017-04-24,92404,26358,Bar,3
2017-11-14,75333,35165,Bar,2
2017-02-02,63658,61070,Kreditkarte,1
2017-12-04,82696,34187,Bar,1
2017-05-14,36883,78483,paypal,1
2017-09-27,61515,29552,paypal,3
2017-12-10,80845,86205,Kreditkarte,2
2017-01-10,40806,60974,paypal,1
2017-11-18,33154,25426,Bar,2
2017-07-03,75100,9947,Bar,2
2017-07-31,62413,85931,paypal,2
2017-12-29,75057,76290,paypal,3
2017-05-07,18946,25031,paypal,1
2017-12-05,52446,60230,paypal,3
2017-10-15,67004,24221,paypal,3
2017-05-25,73309,42029,Bar,2
2017-07-05,22258,17731,paypal,3
2017-01-31,29207,8632,Kreditkarte,1
2017-04-16,91559,16224,Bar,1
2017-10-01,2693,64983,paypal,2
2017-03-17,69804,48174,Bar,1
2017-03-05,61228,19920,paypal,1
2017-08-16,78074,7234,Bar,1
2017-07-05,75100,9785,Kreditkarte,3
2017-06-27,30789,15915,Kreditkarte,3
2017-01-28,1780,14099,Bar,3
2017-02-16,4783,43446,Kreditkarte,2
2017-09-25,68927,22826,Kreditkarte,2
2017-07-01,55088,29656,paypal,3
2017-03-07,77950,19920,Kreditkarte,2
2017-12-31,71595,10130,Bar,2
2017-05-12,22476,61070,Bar,2
2017-10-03,78085,15847,Kreditkarte,1
2017-07-26,71595,57590,Kreditkarte,1
2017-05-02,82372,96506,Bar,3
2017-12-29,52446,75593,paypal,1
2017-02-11,81851,44726,paypal,2
2017-01-18,26797,79954,Kreditkarte,3
2017-11-08,77950,43446,Bar,3
2017-01-09,99735,8081,Kreditkarte,3
2017-05-03,26042,16105,paypal,2
2017-08-23,28047,25426,paypal,1
2017-11-01,71595,22826,Bar,1
2017-06-18,75935,11138,Kreditkarte,1
2017-12-19,26509,60230,paypal,1
2017-03-04,34203,16224,paypal,1
2017-10-08,1981,16224,paypal,1
2017-12-16,43524,7234,paypal,2
2017-05-24,44292,47613,Bar,3
2017-09-09,79815,55593,paypal,3
2017-05-22,41417,9947,Bar,2
2017-03-29,93577,60230,paypal,1
2017-12-13,41016,78934,Bar,2
2017-12-05,76125,27410,Kreditkarte,2
2017-05-12,92404,65762,paypal,3
2017-06-21,18400,55596,paypal,1
2017-05-13,44409,43446,Kreditkarte,2
2017-01-16,64577,65762,paypal,3
2017-07-20,75871,14289,Kreditkarte,3
2017-08-02,43524,50304,paypal,1
2017-02-10,79814,72230,paypal,1
2017-02-28,7941,55596,paypal,2
2017-04-16,15410,81165,Kreditkarte,1
2017-03-17,73309,17731,paypal,2
2017-10-31,5217,99445,Bar,3
2017-07-03,7941,22538,Kreditkarte,3
2017-01-19,75057,88698,paypal,1
2017-05-05,26126,14099,Bar,3
2017-10-23,80882,53216,Kreditkarte,1
2017-02-07,75851,37269,paypal,2
2017-08-08,60307,60974,paypal,2
2017-06-17,90409,27410,paypal,2
2017-07-16,23548,50304,Kreditkarte,3
2017-02-19,9815,19920,paypal,3
2017-05-27,1685,96001,Kreditkarte,1
2017-10-31,51913,60974,paypal,2
2017-10-05,85445,39548,paypal,2
2017-08-23,92404,15915,paypal,3
2017-07-15,2124,29656,Bar,2
2017-04-22,27951,64983,paypal,1
2017-12-26,61131,42819,paypal,2
2017-05-28,62912,8632,paypal,2
2017-07-22,48570,22826,paypal,3
2017-02-22,62181,27188,Kreditkarte,3
2017-12-28,89218,15918,Bar,2
2017-05-19,56442,16105,Kreditkarte,3
2017-01-23,22611,85156,paypal,1
2017-10-29,3406,15847,paypal,2
2017-12-17,34540,22826,Kreditkarte,2
2017-12-31,45577,38582,Bar,1
2017-05-13,62292,35165,Kreditkarte,3
2017-07-16,60546,88698,Kreditkarte,1
2017-08-29,22476,53216,paypal,3
2017-06-15,45565,25031,Bar,3
2017-04-16,15309,32738,Kreditkarte,1
2017-11-05,74359,9785,Bar,2
2017-06-25,26150,15847,Kreditkarte,3
2017-12-09,29770,22538,Kreditkarte,2
2017-01-10,9905,14289,Kreditkarte,1
2017-10-14,2693,25031,Kreditkarte,1
2017-10-05,40806,48174,Bar,3
2017-12-03,99358,60974,paypal,2
2017-01-14,63583,55596,paypal,2
2017-11-28,10253,82560,Kreditkarte,3
2017-02-06,19475,28088,Bar,1
2017-12-10,26150,86064,Bar,1
2017-07-09,99326,86205,Bar,3
2017-07-30,59089,15915,Kreditkarte,3
2017-10-16,28121,39369,Kreditkarte,3
2017-05-20,50580,2002,Kreditkarte,2
2017-04-08,80882,8081,paypal,3
2017-08-06,61896,25031,Kreditkarte,3
2017-08-31,60516,65762,Kreditkarte,2
2017-06-15,60307,81136,Kreditkarte,1
2017-12-14,17195,15915,paypal,2
2017-01-10,45577,34082,Kreditkarte,1
2017-09-21,54632,29656,paypal,2
2017-02-25,49673,25426,paypal,3
2017-10-08,61228,37524,Kreditkarte,2
2017-07-14,10253,22826,Kreditkarte,3
2017-04-17,8723,41910,paypal,1
2017-05-09,28121,28440,Kreditkarte,2
2017-06-02,48569,65762,Bar,2
2017-09-25,4426,51943,paypal,3
2017-06-24,26150,79954,paypal,2
2017-03-03,26150,9456,paypal,1
2017-05-07,18804,38582,paypal,2
2017-11-05,79196,86205,Bar,2
2017-01-29,79785,35165,Bar,2
2017-11-17,67666,78483,paypal,3
2017-04-15,5413,43446,paypal,1
2017-08-31,16701,32310,Bar,1
2017-09-12,23580,34719,paypal,2
2017-03-21,93528,14099,Kreditkarte,2
2017-03-25,17457,9072,Bar,3
2017-02-07,18500,15915,Kreditkarte,1
2017-09-25,20854,35165,Kreditkarte,2
2017-04-28,90536,15847,Bar,2
2017-12-29,4523,34719,paypal,3
2017-02-15,49673,25426,Kreditkarte,2
2017-12-02,79815,78934,paypal,1
2017-05-16,73551,50304,Kreditkarte,2
2017-10-29,73309,86064,Kreditkarte,1
2017-12-24,63583,13013,Bar,3
2017-03-05,95068,93187,Kreditkarte,1
2017-03-03,70944,86064,Bar,1
2017-12-30,90418,34187,Bar,1
2017-06-26,85517,43446,paypal,3
2017-11-02,50580,78483,Bar,2
2017-01-12,58595,19920,Kreditkarte,1
2017-05-07,8723,86064,Bar,1
2017-04-01,80281,81136,paypal,3
2017-12-13,28750,11138,paypal,1
2017-03-14,18378,55593,paypal,1
2017-06-15,38397,62077,Bar,1
2017-08-12,33065,27044,paypal,3
2017-06-02,60516,16224,Bar,3
2017-10-08,45565,55593,Kreditkarte,3
2017-04-12,51913,27188,Bar,1
2017-03-17,79814,9785,paypal,3
2017-09-04,85538,54910,Bar,1
2017-06-29,18804,14099,Bar,3
2017-11-04,3406,78934,Kreditkarte,3
2017-11-11,77950,85931,Bar,3
2017-11-15,21349,79271,Kreditkarte,3
2017-08-03,31097,72230,Kreditkarte,1
2017-02-26,56649,15915,Kreditkarte,2
2017-05-14,61131,86205,paypal,3
2017-06-23,58067,53216,Bar,1
2017-03-26,95955,87000,paypal,1
2017-01-19,4783,14289,Bar,2
2017-08-24,18804,55593,Bar,1
2017-01-08,99458,34082,Kreditkarte,2
2017-04-13,60290,86205,Bar,1
2017-10-29,99358,39548,paypal,2
2017-01-06,93064,38582,paypal,1
2017-12-02,44558,26358,Kreditkarte,1
2017-11-04,60307,39548,Bar,1
2017-04-21,32764,87000,Bar,2
2017-12-27,48640,25426,Kreditkarte,3
2017-10-06,63094,16224,paypal,3
2017-11-23,61131,14289,paypal,3
2017-10-12,2124,44726,Bar,3
2017-11-11,92826,22538,paypal,1
2017-03-24,69509,14289,Kreditkarte,2
2017-01-07,22611,15915,Bar,1
2017-12-22,11628,85156,paypal,2
